time=2025-10-20T23:56:28.305+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/cmd/migrate/main.go:61 msg="Migration started" timestamp=20251020_235628 logFile=migration-logs\migration_20251020_235628.log dataDir=.
time=2025-10-20T23:56:28.528+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/cmd/migrate/main.go:94 msg="Initializing database schema"
time=2025-10-20T23:56:30.518+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:569 msg="Database encoding" encoding=UTF8
time=2025-10-20T23:56:30.736+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:584 msg="Client encoding set to UTF-8"
time=2025-10-20T23:56:37.523+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n\t\tALTER TABLE collections \n\t\tADD COLUMN IF NOT EXISTS fragments BOOLEAN NOT NULL DEFAULT false;\n\t" args=[] took=447.5325ms affected_rows=0
time=2025-10-20T23:56:37.746+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS is_recipe BOOLEAN NOT NULL DEFAULT false;" args=[] took=222.7801ms affected_rows=0
time=2025-10-20T23:56:37.967+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS recipe_cards JSONB;" args=[] took=220.6461ms affected_rows=0
time=2025-10-20T23:56:38.192+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS active BOOLEAN NOT NULL DEFAULT false;" args=[] took=224.2777ms affected_rows=0
time=2025-10-20T23:56:38.412+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS uses INTEGER NOT NULL DEFAULT 0;" args=[] took=219.9297ms affected_rows=0
time=2025-10-20T23:56:38.633+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS expires_at TIMESTAMP;" args=[] took=220.395ms affected_rows=0
time=2025-10-20T23:56:38.855+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS cooldown_ends_at TIMESTAMP;" args=[] took=222.4355ms affected_rows=0
time=2025-10-20T23:56:39.078+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS notified BOOLEAN NOT NULL DEFAULT true;" args=[] took=222.8564ms affected_rows=0
time=2025-10-20T23:56:39.302+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS created_at TIMESTAMP NOT NULL DEFAULT CURRENT_TIMESTAMP;" args=[] took=224.0802ms affected_rows=0
time=2025-10-20T23:56:39.524+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS updated_at TIMESTAMP NOT NULL DEFAULT CURRENT_TIMESTAMP;" args=[] took=221.6861ms affected_rows=0
time=2025-10-20T23:56:39.744+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS tier INTEGER NOT NULL DEFAULT 1;" args=[] took=220.1495ms affected_rows=0
time=2025-10-20T23:56:39.967+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="ALTER TABLE user_effects ADD COLUMN IF NOT EXISTS progress INTEGER NOT NULL DEFAULT 0;" args=[] took=222.3845ms affected_rows=0
time=2025-10-20T23:56:40.197+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n\t\tALTER TABLE user_quest_progress \n\t\tADD COLUMN IF NOT EXISTS metadata JSONB;\n\t" args=[] took=229.7008ms affected_rows=0
time=2025-10-20T23:56:40.422+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n\t\tDO $$ \n\t\tBEGIN\n\t\t\tIF NOT EXISTS (\n\t\t\t\tSELECT 1 FROM pg_constraint \n\t\t\t\tWHERE conname = 'quest_leaderboards_unique_user_period'\n\t\t\t) THEN\n\t\t\t\tALTER TABLE quest_leaderboards \n\t\t\t\tADD CONSTRAINT quest_leaderboards_unique_user_period \n\t\t\t\tUNIQUE (period_type, period_start, user_id);\n\t\t\tEND IF;\n\t\tEND $$;\n\t" args=[] took=225.1974ms affected_rows=0
time=2025-10-20T23:56:40.645+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n\t\tUPDATE users \n\t\tSET completed_cols = CASE \n\t\t\tWHEN completed_cols::text LIKE '[\"%' OR completed_cols::text = '[]' THEN \n\t\t\t\t(\n\t\t\t\t\tSELECT COALESCE(\n\t\t\t\t\t\tjsonb_agg(\n\t\t\t\t\t\t\tjsonb_build_object('id', elem, 'amount', 0)\n\t\t\t\t\t\t), \n\t\t\t\t\t\t'[]'::jsonb\n\t\t\t\t\t)\n\t\t\t\t\tFROM jsonb_array_elements_text(completed_cols) elem\n\t\t\t\t)\n\t\t\tELSE completed_cols\n\t\tEND\n\t\tWHERE completed_cols IS NOT NULL;\n\t" args=[] took=222.0722ms affected_rows=0
time=2025-10-20T23:56:40.863+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n\t\tUPDATE users \n\t\tSET clouted_cols = CASE \n\t\t\tWHEN clouted_cols::text LIKE '[\"%' OR clouted_cols::text = '[]' THEN \n\t\t\t\t(\n\t\t\t\t\tSELECT COALESCE(\n\t\t\t\t\t\tjsonb_agg(\n\t\t\t\t\t\t\tjsonb_build_object('id', elem, 'amount', 1)\n\t\t\t\t\t\t), \n\t\t\t\t\t\t'[]'::jsonb\n\t\t\t\t\t)\n\t\t\t\t\tFROM jsonb_array_elements_text(clouted_cols) elem\n\t\t\t\t)\n\t\t\tELSE clouted_cols\n\t\tEND\n\t\tWHERE clouted_cols IS NOT NULL;\n\t" args=[] took=217.7906ms affected_rows=0
time=2025-10-20T23:56:41.086+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_cards_col_id ON cards(col_id);" args=[] took=221.5644ms affected_rows=0
time=2025-10-20T23:56:41.307+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_cards_name ON cards(name);" args=[] took=221.004ms affected_rows=0
time=2025-10-20T23:56:41.531+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_cards_level ON cards(level);" args=[] took=223.7815ms affected_rows=0
time=2025-10-20T23:56:41.753+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_collections_name ON collections(name);" args=[] took=221.8709ms affected_rows=0
time=2025-10-20T23:56:41.976+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_cards_user_id ON user_cards(user_id);" args=[] took=223.8164ms affected_rows=0
time=2025-10-20T23:56:42.197+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_cards_card_id ON user_cards(card_id);" args=[] took=220.663ms affected_rows=0
time=2025-10-20T23:56:42.419+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_cards_user_card ON user_cards(user_id, card_id);" args=[] took=220.8411ms affected_rows=0
time=2025-10-20T23:56:42.639+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_economy_stats_timestamp ON economy_stats(timestamp);" args=[] took=220.0251ms affected_rows=0
time=2025-10-20T23:56:42.864+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_economy_stats_economic_health ON economy_stats(economic_health);" args=[] took=224.6862ms affected_rows=0
time=2025-10-20T23:56:43.084+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_claim_stats_user_id ON claim_stats(user_id);" args=[] took=219.4468ms affected_rows=0
time=2025-10-20T23:56:43.306+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_claim_stats_last_claim ON claim_stats(last_claim_at);" args=[] took=221.112ms affected_rows=0
time=2025-10-20T23:56:43.528+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_cards_user_id_amount ON user_cards(user_id) WHERE amount > 0;" args=[] took=221.8475ms affected_rows=0
time=2025-10-20T23:56:43.750+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_cards_compound_search ON user_cards(user_id, card_id, amount) WHERE amount > 0;" args=[] took=220.9658ms affected_rows=0
time=2025-10-20T23:56:43.973+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_auctions_status_end_time ON auctions(status, end_time);" args=[] took=222.2567ms affected_rows=0
time=2025-10-20T23:56:44.195+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_auctions_active ON auctions(end_time) WHERE status = 'active';" args=[] took=221.4529ms affected_rows=0
time=2025-10-20T23:56:44.416+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_claims_user_claimed ON claims(user_id, claimed_at);" args=[] took=221.1725ms affected_rows=0
time=2025-10-20T23:56:44.638+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_offerer_id ON trades(offerer_id);" args=[] took=221.9153ms affected_rows=0
time=2025-10-20T23:56:44.860+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_target_id ON trades(target_id);" args=[] took=221.45ms affected_rows=0
time=2025-10-20T23:56:45.082+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_status ON trades(status);" args=[] took=220.9547ms affected_rows=0
time=2025-10-20T23:56:45.302+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_pending ON trades(status, expires_at) WHERE status = 'pending';" args=[] took=220.6068ms affected_rows=0
time=2025-10-20T23:56:45.527+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_user_trades ON trades(offerer_id, target_id, status);" args=[] took=224.98ms affected_rows=0
time=2025-10-20T23:56:45.747+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_effects_user_id ON user_effects(user_id);" args=[] took=219.8697ms affected_rows=0
time=2025-10-20T23:56:45.969+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_effects_active ON user_effects(user_id, active);" args=[] took=221.1364ms affected_rows=0
time=2025-10-20T23:56:46.192+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_effects_expires ON user_effects(expires_at) WHERE expires_at IS NOT NULL;" args=[] took=222.2293ms affected_rows=0
time=2025-10-20T23:56:46.412+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_recipes_user_id ON user_recipes(user_id);" args=[] took=219.7583ms affected_rows=0
time=2025-10-20T23:56:46.633+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_items_user_id ON user_items(user_id);" args=[] took=220.4446ms affected_rows=0
