time=2025-10-21T00:26:02.334+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_cards_compound_search ON user_cards(user_id, card_id, amount) WHERE amount > 0;" args=[] took=220.6896ms affected_rows=0
time=2025-10-21T00:26:02.558+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_auctions_status_end_time ON auctions(status, end_time);" args=[] took=223.6544ms affected_rows=0
time=2025-10-21T00:26:02.780+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_auctions_active ON auctions(end_time) WHERE status = 'active';" args=[] took=222.5442ms affected_rows=0
time=2025-10-21T00:26:03.008+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_claims_user_claimed ON claims(user_id, claimed_at);" args=[] took=226.2143ms affected_rows=0
time=2025-10-21T00:26:03.228+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_offerer_id ON trades(offerer_id);" args=[] took=220.2005ms affected_rows=0
time=2025-10-21T00:26:03.453+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_target_id ON trades(target_id);" args=[] took=223.8604ms affected_rows=0
time=2025-10-21T00:26:03.675+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_status ON trades(status);" args=[] took=222.1644ms affected_rows=0
time=2025-10-21T00:26:03.898+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_pending ON trades(status, expires_at) WHERE status = 'pending';" args=[] took=222.1036ms affected_rows=0
time=2025-10-21T00:26:04.120+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_trades_user_trades ON trades(offerer_id, target_id, status);" args=[] took=221.7361ms affected_rows=0
time=2025-10-21T00:26:04.342+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_effects_user_id ON user_effects(user_id);" args=[] took=222.6403ms affected_rows=0
time=2025-10-21T00:26:04.573+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_effects_active ON user_effects(user_id, active);" args=[] took=229.5037ms affected_rows=0
time=2025-10-21T00:26:04.796+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_effects_expires ON user_effects(expires_at) WHERE expires_at IS NOT NULL;" args=[] took=222.9432ms affected_rows=0
time=2025-10-21T00:26:05.022+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_recipes_user_id ON user_recipes(user_id);" args=[] took=225.501ms affected_rows=0
time=2025-10-21T00:26:05.247+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_items_user_id ON user_items(user_id);" args=[] took=224.299ms affected_rows=0
time=2025-10-21T00:26:05.468+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_items_type ON items(type);" args=[] took=221.2206ms affected_rows=0
time=2025-10-21T00:26:05.691+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_quest_definitions_type_tier ON quest_definitions(type, tier);" args=[] took=222.2357ms affected_rows=0
time=2025-10-21T00:26:05.912+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_quest_definitions_quest_id ON quest_definitions(quest_id);" args=[] took=221.1869ms affected_rows=0
time=2025-10-21T00:26:06.137+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_quest_progress_user_id ON user_quest_progress(user_id);" args=[] took=225.0792ms affected_rows=0
time=2025-10-21T00:26:06.359+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_quest_progress_user_quest ON user_quest_progress(user_id, quest_id);" args=[] took=221.8707ms affected_rows=0
time=2025-10-21T00:26:06.581+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_quest_progress_completed ON user_quest_progress(user_id, completed) WHERE completed = true;" args=[] took=221.3605ms affected_rows=0
time=2025-10-21T00:26:06.802+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_user_quest_progress_expires ON user_quest_progress(expires_at);" args=[] took=220.6022ms affected_rows=0
time=2025-10-21T00:26:07.026+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_quest_leaderboards_period ON quest_leaderboards(period_type, period_start);" args=[] took=223.9913ms affected_rows=0
